id,user_id,movie_id,rating,content
464179,586,780,4,NULL
464180,44,22,4,NULL
464181,861,286,4,NULL
464182,498,430,4,NULL
464183,747,238,3,NULL
464184,886,403,4,NULL
464185,796,54,4,NULL
464186,790,665,3,NULL
464187,807,402,5,NULL
464188,827,294,4,NULL
464189,833,506,2,NULL
464190,339,53,4,NULL
464191,593,111,5,NULL
464193,740,340,4,NULL
464194,640,580,5,NULL
464195,234,371,3,NULL
464196,880,238,4,NULL
464197,828,582,3,NULL
464198,453,452,2,NULL
464199,327,396,3,NULL
464200,733,458,2,NULL
464201,745,50,2,NULL
464202,835,15,5,NULL
464203,804,98,5,NULL
464204,796,226,3,NULL
464205,849,676,5,NULL
464206,871,300,4,NULL
464207,889,615,3,NULL
464209,686,542,1,NULL
464210,774,183,4,NULL
464211,250,259,1,NULL
464212,593,762,4,NULL
464213,576,124,4,NULL
464214,697,244,5,NULL
464215,827,288,3,NULL
464216,770,250,5,NULL
464218,449,515,5,NULL
464219,291,95,4,NULL
464220,766,197,3,NULL
464221,551,385,5,NULL
464222,719,284,2,NULL
464223,437,476,4,NULL
464224,903,693,5,NULL
464225,109,22,4,NULL
464226,346,660,2,NULL
464227,468,647,5,NULL
464228,497,944,3,NULL
464229,774,187,3,NULL
464230,405,663,2,NULL
464231,899,423,4,NULL
464232,889,575,3,NULL
464233,59,81,4,NULL
464234,806,408,5,NULL
464235,921,484,3,NULL
464236,790,196,3,NULL
464237,451,948,3,NULL
464238,880,208,5,NULL
464239,137,79,5,NULL
464240,122,519,4,NULL
464241,673,321,3,NULL
464242,481,202,4,NULL
464243,807,206,2,NULL
464245,790,72,2,NULL
464246,279,131,1,NULL
464247,870,168,4,NULL
464248,872,268,1,NULL
464249,485,889,5,NULL
464250,806,76,3,NULL
464251,863,906,4,NULL
464252,887,172,5,NULL
464253,758,53,4,NULL
464254,764,50,3,NULL
464255,303,77,4,NULL
464256,21,127,5,NULL
464257,908,527,3,NULL
464258,592,971,4,NULL
464259,429,192,3,NULL
464262,517,740,4,NULL
464263,606,323,4,NULL
464264,854,522,2,NULL
464265,567,79,2,NULL
464266,275,230,3,NULL
464267,770,117,5,NULL
464268,560,498,4,NULL
464269,868,218,3,NULL
464270,903,47,5,NULL
464271,927,405,5,NULL
464272,935,405,4,NULL
464273,662,100,5,NULL
464274,898,347,3,NULL
464276,406,176,5,NULL
464277,859,476,5,NULL
464279,517,294,1,NULL
464280,513,210,5,NULL
464281,406,569,3,NULL
464282,749,38,3,NULL
464283,257,285,5,NULL
464284,788,561,3,NULL
464285,716,284,3,NULL
464286,532,531,5,NULL
464287,932,863,4,NULL
464288,868,496,2,NULL
464289,175,869,3,NULL
464290,119,315,5,NULL
464291,913,418,3,NULL
464292,194,318,5,NULL
464293,667,182,5,NULL
464294,708,993,4,NULL
464295,933,176,3,NULL
464296,694,499,4,NULL
464298,13,590,2,NULL
464299,524,386,4,NULL
464300,903,443,5,NULL
464301,561,748,2,NULL
464302,396,118,4,NULL
464303,133,355,2,NULL
464304,903,196,4,NULL
464305,868,367,2,NULL
464306,867,204,4,NULL
464308,862,520,4,NULL
464309,907,284,5,NULL
464310,862,10,5,NULL
464311,870,288,4,NULL
464313,660,72,3,NULL
464314,499,328,5,NULL
464315,268,185,3,NULL
464316,795,546,3,NULL
464317,682,729,3,NULL
464318,747,136,5,NULL
464320,916,764,3,NULL
464321,708,299,1,NULL
464322,833,861,3,NULL
464323,863,908,1,NULL
464324,474,185,5,NULL
464325,586,17,5,NULL
464326,714,258,4,NULL
464327,851,48,4,NULL
464328,797,309,3,NULL
464329,344,290,2,NULL
464330,321,221,5,NULL
464331,124,1,3,NULL
464332,694,474,4,NULL
464333,885,685,3,NULL
464334,213,212,4,NULL
464335,514,134,3,NULL
464337,916,171,4,NULL
464338,870,135,3,NULL
464339,73,285,4,NULL
464340,880,845,3,NULL
464341,351,898,5,NULL
464342,537,702,3,NULL
464343,668,347,4,NULL
464344,883,202,4,NULL
464345,790,2,3,NULL
464346,749,214,3,NULL
464347,796,236,4,NULL
464349,922,176,3,NULL
464350,330,479,5,NULL
464351,578,346,3,NULL
464352,839,264,3,NULL
464353,798,415,3,NULL
464355,868,162,3,NULL
464356,181,245,2,NULL
464357,887,932,2,NULL
464358,244,744,3,NULL
464359,870,182,5,NULL
464360,792,363,3,NULL
464361,756,8,4,NULL
464362,903,180,5,NULL
464363,105,751,2,NULL
464364,851,56,5,NULL
464365,178,531,4,NULL
464366,905,237,3,NULL
464367,484,742,3,NULL
464369,867,12,5,NULL
464370,92,69,5,NULL
464371,885,584,3,NULL
464372,889,69,3,NULL
464373,619,391,3,NULL
464374,1,231,1,NULL
464375,589,334,1,NULL
464377,437,196,4,NULL
464379,907,260,2,NULL
464380,901,864,5,NULL
464382,807,542,5,NULL
464383,786,173,4,NULL
464384,682,174,4,NULL
464385,916,428,4,NULL
464386,719,127,3,NULL
464387,618,56,4,NULL
464389,509,328,1,NULL
464390,603,228,3,NULL
464391,942,183,3,NULL
464392,533,713,2,NULL
464393,312,602,4,NULL
464394,393,77,3,NULL
464395,870,479,5,NULL
464396,463,129,2,NULL
464397,889,847,4,NULL
464398,887,202,5,NULL
464399,813,271,4,NULL
464400,900,405,3,NULL
464401,724,751,2,NULL
464402,200,22,4,NULL
464403,758,652,5,NULL
464404,807,136,5,NULL
464405,655,176,2,NULL
464406,878,179,4,NULL
464407,712,393,3,NULL
464408,347,748,2,NULL
464409,871,210,5,NULL
464410,890,520,4,NULL
464411,923,168,5,NULL
464412,873,269,2,NULL
464413,741,79,4,NULL
464414,899,144,3,NULL
464415,922,155,2,NULL
464416,872,892,3,NULL
464417,707,15,4,NULL
464418,329,294,2,NULL
464419,648,405,4,NULL
464420,649,678,3,NULL
464421,144,294,4,NULL
464423,417,771,3,NULL
464424,878,168,4,NULL
464425,894,883,3,NULL
464426,414,895,4,NULL
464427,513,739,5,NULL
464428,372,844,4,NULL
464429,833,172,2,NULL
464430,533,480,4,NULL
464431,485,302,5,NULL
464432,536,500,4,NULL
464434,916,265,4,NULL
464435,647,300,4,NULL
464436,682,241,4,NULL
464437,881,226,3,NULL
464438,790,159,3,NULL
464439,67,273,4,NULL
464440,868,216,2,NULL
464441,619,406,2,NULL
464442,622,450,1,NULL
464443,889,554,4,NULL
464444,912,246,2,NULL
464445,717,312,5,NULL
464446,542,87,3,NULL
464447,892,482,5,NULL
464448,474,55,4,NULL
464449,727,609,3,NULL
464451,762,709,3,NULL
464452,409,206,4,NULL
464453,899,431,1,NULL
464454,528,526,4,NULL
464456,898,243,1,NULL
464457,343,663,5,NULL
464458,833,430,4,NULL
464459,210,114,4,NULL
464460,796,479,4,NULL
464462,796,63,3,NULL
464463,833,182,5,NULL
464464,749,423,4,NULL
464465,870,841,2,NULL
464466,802,217,3,NULL
464467,759,245,3,NULL
464468,622,153,4,NULL
464469,868,237,1,NULL
464470,472,91,5,NULL
464471,840,182,4,NULL
464472,778,117,3,NULL
464473,883,386,3,NULL
464474,867,286,5,NULL
464475,486,889,4,NULL
464476,760,776,5,NULL
464477,422,563,3,NULL
464478,834,333,5,NULL
464479,363,232,2,NULL
464480,835,488,5,NULL
464483,328,578,2,NULL
464484,115,218,3,NULL
464485,666,650,5,NULL
464486,710,479,5,NULL
464487,592,683,1,NULL
464488,921,924,3,NULL
464489,347,4,4,NULL
464490,301,90,3,NULL
464491,87,134,4,NULL
464493,917,591,3,NULL
464494,49,289,4,NULL
464495,790,959,3,NULL
464496,453,237,4,NULL
464497,757,559,4,NULL
464498,454,588,3,NULL
464499,846,176,4,NULL
464500,276,89,5,NULL
464501,655,122,2,NULL
464502,569,455,3,NULL
464503,673,310,5,NULL
464504,870,425,4,NULL
464505,767,22,4,NULL
464506,801,752,4,NULL
464507,747,792,5,NULL
464509,724,338,3,NULL
464511,714,100,1,NULL
464512,682,672,2,NULL
464513,795,201,4,NULL
464514,232,268,4,NULL
464515,10,700,4,NULL
464516,216,134,4,NULL
464518,655,823,2,NULL
464519,738,50,5,NULL
464521,862,650,4,NULL
464522,798,210,4,NULL
464523,788,241,5,NULL
464524,663,895,4,NULL
464525,867,132,3,NULL
464526,399,328,4,NULL
464527,575,357,5,NULL
464528,479,471,4,NULL
464529,852,235,4,NULL
464530,474,28,4,NULL
464531,896,53,1,NULL
464532,533,684,4,NULL
464533,862,186,3,NULL
464534,858,333,4,NULL
464535,682,159,3,NULL
464536,896,760,2,NULL
464537,815,258,4,NULL
464538,98,659,5,NULL
464539,916,55,3,NULL
464540,405,640,1,NULL
464541,841,306,4,NULL
464542,892,121,4,NULL
464543,915,345,4,NULL
464544,655,775,2,NULL
464545,851,912,4,NULL
464546,934,212,4,NULL
464547,409,603,5,NULL
464548,927,422,4,NULL
464550,881,480,4,NULL
464551,788,627,4,NULL
464552,400,343,4,NULL
464553,919,432,4,NULL
464554,717,546,3,NULL
464555,880,283,3,NULL
464556,894,126,3,NULL
464557,938,406,3,NULL
464558,455,924,3,NULL
464559,805,346,4,NULL
464560,286,629,5,NULL
464561,465,151,3,NULL
464562,880,38,3,NULL
464563,592,427,5,NULL
464564,524,433,5,NULL
464566,796,134,3,NULL
464567,91,527,4,NULL
464568,664,482,5,NULL
464569,503,172,5,NULL
464570,593,845,3,NULL
464571,805,678,4,NULL
464572,474,678,2,NULL
464573,234,662,3,NULL
464574,458,137,5,NULL
464575,684,585,2,NULL
464576,829,190,4,NULL
464577,548,472,2,NULL
464578,883,185,5,NULL
464579,848,435,3,NULL
464580,844,864,3,NULL
464581,116,326,2,NULL
464582,297,34,3,NULL
464583,413,283,5,NULL
464584,930,153,2,NULL
464585,259,173,4,NULL
464586,404,286,1,NULL
464587,174,582,4,NULL
464588,379,265,4,NULL
464589,514,265,4,NULL
464590,766,616,3,NULL
464591,897,510,3,NULL
464592,774,69,4,NULL
464593,638,455,3,NULL
464594,864,399,4,NULL
464595,907,144,5,NULL
464596,887,225,4,NULL
464597,864,96,5,NULL
464598,487,70,3,NULL
464599,919,323,4,NULL
464600,902,302,3,NULL
464601,847,369,1,NULL
464602,677,129,5,NULL
464603,726,255,2,NULL
464604,468,248,4,NULL
464605,640,96,5,NULL
464606,655,825,2,NULL
464607,667,315,4,NULL
464608,608,79,5,NULL
464609,405,668,1,NULL
464611,416,269,4,NULL
464612,719,185,4,NULL
464613,831,284,3,NULL
464614,556,427,5,NULL
464615,643,215,3,NULL
464616,900,602,1,NULL
464617,268,435,4,NULL
464618,484,684,5,NULL
464619,446,289,3,NULL
464620,851,754,2,NULL
464621,536,86,3,NULL
464622,846,139,2,NULL
464623,367,565,2,NULL
464624,624,302,4,NULL
464625,782,538,4,NULL
464626,816,342,4,NULL
464627,585,557,4,NULL
464628,846,391,3,NULL
464629,615,215,4,NULL
464630,616,245,3,NULL
464631,758,129,4,NULL
464632,646,294,2,NULL
464633,890,589,5,NULL
464634,297,479,5,NULL
464635,912,443,4,NULL
464636,922,427,5,NULL
464637,332,552,3,NULL
464638,796,23,2,NULL
464639,411,89,3,NULL
464640,109,476,3,NULL
464641,551,155,4,NULL
464642,880,148,2,NULL
464643,756,143,5,NULL
464644,109,831,2,NULL
464646,892,192,5,NULL
464647,567,423,2,NULL
464648,866,269,3,NULL
464649,783,286,3,NULL
464650,389,161,2,NULL
464651,899,546,2,NULL
464652,637,591,3,NULL
464653,883,634,3,NULL
464654,405,733,1,NULL
464655,92,926,3,NULL
464656,930,126,5,NULL
464657,753,750,2,NULL
464658,823,161,3,NULL
464659,663,98,5,NULL
464660,463,246,4,NULL
464662,896,317,4,NULL
464663,626,302,4,NULL
464664,727,222,3,NULL
464665,393,893,3,NULL
464666,521,147,4,NULL
464667,872,117,4,NULL
464668,450,286,4,NULL
464669,405,27,1,NULL
464670,435,930,3,NULL
464671,401,125,3,NULL
464672,48,650,3,NULL
464673,437,100,4,NULL
464674,880,655,4,NULL
464676,933,135,4,NULL
464678,840,616,5,NULL
464679,716,237,5,NULL
464680,892,417,3,NULL
464681,340,211,3,NULL
464682,458,199,4,NULL
464683,782,879,3,NULL
464684,641,336,3,NULL
464685,436,693,5,NULL
464686,846,436,4,NULL
464689,119,196,5,NULL
464690,758,475,5,NULL
464691,717,313,5,NULL
464692,880,70,4,NULL
464693,823,294,3,NULL
464694,849,197,5,NULL
464695,761,117,5,NULL
464696,391,652,4,NULL
464697,474,427,5,NULL
464698,864,800,1,NULL
464699,23,603,4,NULL
464700,896,425,2,NULL
464701,715,273,5,NULL
464702,650,271,3,NULL
464703,840,118,3,NULL
464704,896,371,2,NULL
464705,916,202,3,NULL
464706,405,725,1,NULL
464709,882,1,5,NULL
464710,806,288,3,NULL
464711,659,489,4,NULL
464712,593,8,3,NULL
464713,776,241,1,NULL
464714,779,1,4,NULL
464715,590,284,2,NULL
464716,1,204,5,NULL
464718,592,423,5,NULL
464719,178,881,2,NULL
464720,601,82,1,NULL
464721,785,748,3,NULL
464722,911,193,4,NULL
464723,896,426,2,NULL
464724,566,22,3,NULL
464725,436,469,3,NULL
464726,655,318,4,NULL
464727,877,553,4,NULL
464728,897,436,4,NULL
464729,466,4,3,NULL
464730,870,378,3,NULL
464731,892,68,4,NULL
464732,99,98,5,NULL
464733,640,81,5,NULL
464734,923,455,4,NULL
464735,334,130,4,NULL
464736,5,233,4,NULL
464737,629,425,3,NULL
464738,312,189,5,NULL
464739,865,501,1,NULL
464740,854,762,2,NULL
464741,534,685,3,NULL
464742,864,197,4,NULL
464744,880,825,4,NULL
464745,407,568,2,NULL
464746,921,304,2,NULL
464747,395,748,3,NULL
464748,694,435,4,NULL
464749,667,694,4,NULL
464750,363,153,3,NULL
464751,839,117,5,NULL
464752,412,431,4,NULL
464753,707,13,4,NULL
464754,843,616,3,NULL
464755,276,269,4,NULL
464756,487,22,5,NULL
464757,881,58,3,NULL
464758,637,235,1,NULL
464759,564,281,3,NULL
464760,70,739,2,NULL
464761,917,246,4,NULL
464762,849,421,5,NULL
464763,894,754,4,NULL
464764,244,65,4,NULL
464765,684,381,2,NULL
464766,889,484,4,NULL
464767,610,607,5,NULL
464768,271,216,5,NULL
464769,860,302,4,NULL
464770,90,276,4,NULL
464771,329,657,3,NULL
464772,747,95,3,NULL
464773,927,72,5,NULL
464774,921,328,5,NULL
464775,675,244,3,NULL
464776,883,24,4,NULL
464777,840,14,5,NULL
464778,828,86,3,NULL
464779,896,554,2,NULL
464780,913,742,3,NULL
464781,796,28,3,NULL
464782,620,742,5,NULL
464783,476,201,4,NULL
464784,892,222,4,NULL
464785,597,742,4,NULL
464786,788,984,3,NULL
464787,666,516,5,NULL
464789,715,268,4,NULL
464790,92,147,2,NULL
464791,788,151,1,NULL
464792,825,740,2,NULL
464793,311,81,3,NULL
464794,880,781,3,NULL
464795,616,307,2,NULL
464796,818,303,5,NULL
464797,864,755,4,NULL
464798,829,310,3,NULL
464799,617,446,2,NULL
464800,263,378,5,NULL
464801,896,154,3,NULL
464802,682,128,4,NULL
464803,802,219,5,NULL
464805,722,310,4,NULL
464806,866,900,4,NULL
464807,326,648,5,NULL
464808,886,201,3,NULL
464809,903,129,3,NULL
464810,605,135,5,NULL
464811,577,823,3,NULL
464812,538,182,4,NULL
464813,897,88,4,NULL
464814,883,257,5,NULL
464815,474,143,4,NULL
464816,389,482,5,NULL
464817,380,234,2,NULL
464818,862,59,5,NULL
464819,639,694,5,NULL
464820,321,133,5,NULL
464822,234,984,2,NULL
464823,838,204,4,NULL
464824,854,606,4,NULL
464826,429,42,5,NULL
464827,327,466,3,NULL
464828,843,158,2,NULL
464829,621,418,3,NULL
464830,630,820,4,NULL
464831,934,237,4,NULL
464832,943,68,4,NULL
464833,642,369,2,NULL
464834,267,210,4,NULL
464835,460,288,2,NULL
464836,773,675,5,NULL
464837,500,174,2,NULL
464838,330,64,5,NULL
464839,913,613,5,NULL
464840,764,151,4,NULL
464841,863,876,2,NULL
464842,671,511,3,NULL
464843,382,151,4,NULL
464844,727,384,2,NULL
464845,788,176,5,NULL
464846,178,295,3,NULL
464847,935,815,4,NULL
464848,747,466,3,NULL
464849,345,393,3,NULL
464850,345,678,2,NULL
464851,843,690,5,NULL
464852,843,144,3,NULL
464853,911,186,5,NULL
464854,541,812,3,NULL
464855,940,746,3,NULL
464856,871,662,3,NULL
464857,863,259,1,NULL
464858,933,710,2,NULL
464859,403,760,1,NULL
464860,465,868,2,NULL
464861,755,323,4,NULL
464862,883,316,5,NULL
464863,774,180,5,NULL
464864,538,208,3,NULL
464865,39,288,5,NULL
464866,927,623,3,NULL
464867,606,230,2,NULL
464868,716,468,3,NULL
464869,868,640,5,NULL
464870,916,417,2,NULL
464871,21,264,3,NULL
464872,940,316,4,NULL
464873,796,204,5,NULL
464874,880,780,3,NULL
464875,535,180,4,NULL
464876,548,750,4,NULL
464877,864,660,4,NULL
464878,882,841,1,NULL
464879,689,117,4,NULL
464880,758,737,3,NULL
464881,468,286,4,NULL
464883,653,199,4,NULL
464885,472,22,5,NULL
464886,452,515,4,NULL
464888,222,431,4,NULL
464889,892,401,3,NULL
464890,724,242,1,NULL
464891,802,184,4,NULL
464892,891,107,5,NULL
464894,610,516,3,NULL
464895,279,388,3,NULL
464896,92,631,4,NULL
464897,846,955,3,NULL
464898,293,176,4,NULL
464900,854,173,4,NULL
464901,624,298,4,NULL
464902,938,471,3,NULL
464903,417,823,2,NULL
464904,939,127,5,NULL
464905,887,755,5,NULL
464906,837,328,4,NULL
464907,925,773,1,NULL
464908,678,117,4,NULL
464909,700,48,4,NULL
464911,846,61,3,NULL
464912,815,227,2,NULL
464913,205,294,3,NULL
464914,201,217,3,NULL
464915,320,470,5,NULL
464916,903,582,3,NULL
464917,823,79,4,NULL
464918,653,63,2,NULL
464919,900,31,2,NULL
464920,707,197,4,NULL
464921,863,331,4,NULL
464922,593,283,4,NULL
464924,807,298,4,NULL
464925,796,339,2,NULL
464926,236,595,3,NULL
